brand,product_name,price,mrp,rating,review_count,review_text,sentiment,discount_pct,value_score,themes
safari,laptop_bag,619,3395,4.2,15100,"It's a nice bag with good capacity of total 30L with different compartments to well organised ur stuffs, quality of this bag is good as it justified the price. Strong enough to hold few things according to It's capacity. Not a school going bag but it can be considered for college going students and for daily backpacker to move around. Additional point is it got 1 year international warranty.",0.23939393939393935,81.76730486008836,0.000386743036177608,"durability, space"
safari,laptop_bag,619,3395,4.2,15100,"Good quality, more spaces , material good",0.6333333333333333,81.76730486008836,0.0010231556273559504,space
safari,laptop_bag,619,3395,4.2,15100,"It's a nice bag with good capacity of total 30L with different compartments to well organised ur stuffs, quality of this bag is good as it justified the price",0.39999999999999997,81.76730486008836,0.0006462035541195476,space
safari,laptop_bag,619,3395,4.2,15100,It's very good and strong body also looks good colour awseome,0.681111111111111,81.76730486008836,0.001100341051875785,durability
safari,laptop_bag,619,3395,4.2,15100,"One of the best backpack we can buy with this price range. The quality, easiness, handling etc. are really good. I have done much analysis before buying it. But it was a great deal for me.",0.675,81.76730486008836,0.0010904684975767368,
safari,compartment_bag,849,2999,4.2,1000,"The quality and print was great , the size was awesome and also 1 year warranty, it's best.",0.9333333333333332,71.69056352117373,0.001099332548095799,
safari,compartment_bag,849,2999,4.2,1000,Average quality,-0.15,71.69056352117373,-0.00017667844522968197,
safari,compartment_bag,849,2999,4.2,1000,Nice bag,0.6,71.69056352117373,0.0007067137809187279,
safari,compartment_bag,849,2999,4.2,1000,Nice durable & stylish bag quality is very good.,0.6699999999999999,71.69056352117373,0.0007891637220259128,durability
safari,compartment_bag,849,2999,4.2,1000,very sturdy and good ,0.44999999999999996,71.69056352117373,0.0005300353356890459,durability
safari,college_bag,649,3396,4.2,3000,"Good quality backpack, exactly same as shown in the image",0.35,80.88928150765607,0.0005392912172573189,
safari,college_bag,649,3396,4.2,3000,Value for Money,0.0,80.88928150765607,0.0,
safari,college_bag,649,3396,4.2,3000,"Rain cover included, materials feel durable and sturdy",0.0,80.88928150765607,0.0,durability
safari,college_bag,649,3396,4.2,3000,"All zips are in good condition except one which gets stuck sometimes, a bit frustrating",0.14999999999999997,80.88928150765607,0.0002311248073959938,zipper
safari,college_bag,649,3396,4.2,3000,very good and price is reasonable,0.5549999999999999,80.88928150765607,0.0008551617873651771,
safari,trolly_bag,4799,27997,4.0,5320,"The bag quality is really good and feels sturdy. The outer shell is strong, the design looks premium, and the wheels move smoothly overall. Size and storage are perfect for travel, and the finish is neat and classy.",0.44666666666666666,82.85887773690038,9.307494616934083e-05,"durability, wheels"
safari,trolly_bag,4799,27997,4.0,5320,"The only reason for giving 4 stars instead of 5 is that there are minor scratches on the wheels, likely due to handling or drop point during delivery. It doesnt affect functionality at all, but worth mentioning.",0.025,82.85887773690038,5.2094186288810175e-06,wheels
safari,trolly_bag,4799,27997,4.0,5320,Good quality. Best in this price range.,0.85,82.85887773690038,0.00017712023338195456,
safari,trolly_bag,4799,27997,4.0,5320,"Great quality trolley bag. Smooth wheels, strong material, and good storage space. Very useful for travel.",0.5446666666666667,82.85887773690038,0.00011349586719455444,"durability, wheels, space"
safari,trolly_bag,4799,27997,4.0,5320,Good quality in lower cost. Highly recommend to everyone,0.43,82.85887773690038,8.960200041675349e-05,
safari,school_bag,1399,4699,3.9,36,"Good quality, more spaces , material good",0.6333333333333333,70.22770802298362,0.0004527043126042411,space
safari,school_bag,1399,4699,3.9,36,"The quality and print was great , the size was awesome and also 1 year warranty, it's best.",0.9333333333333332,70.22770802298362,0.0006671431975220394,
safari,school_bag,1399,4699,3.9,36,"Im really disappointed with this bag. It doesnt even have a proper bottle holder, which is such a basic feature these days. On top of that, the bag has very minimal compartments, making it difficult to organize anything. Everything just gets piled up in one space. Definitely not worth the money. I would not recommend this bag to anyone looking for convenience or practicality.I mean I know the brand and all but still you can't flare up your price just a compartment",-0.14916666666666667,70.22770802298362,-0.00010662377888968311,space
safari,school_bag,1399,4699,3.9,36,Nice durable & stylish bag quality is very good.,0.6699999999999999,70.22770802298362,0.0004789135096497498,durability
safari,school_bag,1399,4699,3.9,36,"I recently purchased the Safari backpack from Amazon, and I couldnt be happier with my choice. The design is sleek and modern, making it perfect for both work and casual use. The material feels premium and durable, so Im confident it will last for years.",0.19999999999999998,70.22770802298362,0.0001429592566118656,durability
vip,cabin_bag,5300,11000,4.4,20,The color is beautiful however the suitcase weighs more than 2kgs so that's incorrect information provided. It's more than 3kg weight!,0.6583333333333333,51.81818181818182,0.00012421383647798743,
vip,cabin_bag,5300,11000,4.4,20,"material used for the manufacturing does not appear to be of high quality, it looks to be very fragile. However, no keys are provided for the suitcases and also in instructions are given to set up locks.",0.08,51.81818181818182,1.509433962264151e-05,
vip,cabin_bag,5300,11000,4.4,20,Well product,0.0,51.81818181818182,0.0,
vip,cabin_bag,5300,11000,4.4,20,bad build quality,-0.6999999999999998,51.81818181818182,-0.00013207547169811318,
vip,cabin_bag,5300,11000,4.4,20,I will recommand to others,0.0,51.81818181818182,0.0,
vip,travel_bag,899,1700,4.3,899,Specious with two little pocket,-0.1875,47.11764705882353,-0.0002085650723025584,
vip,travel_bag,899,1700,4.3,899,Comfortable strap,0.4,47.11764705882353,0.0004449388209121246,
vip,travel_bag,899,1700,4.3,899,Product is good . Worth buying,0.5,47.11764705882353,0.0005561735261401557,
vip,travel_bag,899,1700,4.3,899,"Size is good for a trip of 2 to 3 days. Look is very nice. I got it around 800 but in sale you could get it on 700, which is a value of money product from a reputed company.",0.74,47.11764705882353,0.0008231368186874305,
vip,travel_bag,899,1700,4.3,899,got a damage product,0.0,47.11764705882353,0.0,
vip,duffle_bag,2785,4799,4.2,7,Very nice product,0.78,41.967076474265475,0.0002800718132854578,
vip,duffle_bag,2785,4799,4.2,7,colour not as per the photo,0.0,41.967076474265475,0.0,
vip,duffle_bag,2785,4799,4.2,7,broken handle,-0.4,41.967076474265475,-0.0001436265709156194,handle
vip,duffle_bag,2785,4799,4.2,7,good product,0.7,41.967076474265475,0.0002513464991023339,
vip,duffle_bag,2785,4799,4.2,7,Best among market place,1.0,41.967076474265475,0.0003590664272890485,
vip,laptop_bag,4050,6750,4.2,16,Excellent for office laptop...comfort... looks good... enough space.. size is also good. Overall good for office people... I purposely purchased biege color as black color is very common.,0.3179166666666666,40.0,7.849794238683127e-05,space
vip,laptop_bag,4050,6750,4.2,16,While theses bags are good none of the fit actual true 17 inch laptops,0.36250000000000004,40.0,8.950617283950618e-05,
vip,laptop_bag,4050,6750,4.2,16,So please look into the size of the bag and decid,0.0,40.0,0.0,
vip,laptop_bag,4050,6750,4.2,16,"Nice ?? but if price will 2999/- then I will give 10star out of 5 star. Nice product, good quality",0.6333333333333333,40.0,0.00015637860082304527,
vip,laptop_bag,4050,6750,4.2,16,love the bag,0.5,40.0,0.0001234567901234568,
vip,cabin_trolly_bag,1699,4000,4.3,33000,"It is the best safari suitcase that I have received. I would recommend you to buy this . You can buy this if you are travelling for 14-15 days ( M). It's sturdiness , durability , space ,weight are all best.",1.0,57.525000000000006,0.0005885815185403178,space
vip,cabin_trolly_bag,1699,4000,4.3,33000,"The bag quality is really good and feels sturdy. The outer shell is strong, the design looks premium, and the wheels move smoothly overall. Size and storage are perfect for travel, and the finish is neat and classy.",0.44666666666666666,57.525000000000006,0.00026289974494800864,"durability, wheels"
vip,cabin_trolly_bag,1699,4000,4.3,33000,"Great quality trolley bag. Smooth wheels, strong material, and good storage space. Very useful for travel.",0.5446666666666667,57.525000000000006,0.0003205807337649598,"durability, wheels, space"
vip,cabin_trolly_bag,1699,4000,4.3,33000,"After using it for some time, I can confidently say this trolley bag is durable, stylish, and a reliable choice for frequent travelers.",0.3666666666666667,57.525000000000006,0.00021581322346478322,durability
vip,cabin_trolly_bag,1699,4000,4.3,33000,Good quality in lower cost. Highly recommend to everyone,0.43,57.525000000000006,0.00025309005297233667,
skybags,laptop_bag,859,2400,4.2,1121,"The Skybags Lumous Laptop Backpack is spacious, stylish, and has lots of compartments for organizing everything easily. The quality, comfort, and value for money are excellent, making it a great pick for daily office or college use. Highly recommended for anyone looking for a compact yet roomy laptop backpack. Quality of the zip is also top notch. Color is same as shown in the image. NOTE: The backpack is BANGLADESH Origin",0.4241666666666667,64.20833333333333,0.000493791230112534,"zipper, space"
skybags,laptop_bag,859,2400,4.2,1121,Its also comfortable to carry because the shoulder straps are soft and padded.,0.25,64.20833333333333,0.0002910360884749709,
skybags,laptop_bag,859,2400,4.2,1121,Good product,0.7,64.20833333333333,0.0008149010477299185,
skybags,laptop_bag,859,2400,4.2,1121,"Bag is good, like above average.",0.18333333333333332,64.20833333333333,0.00021342646488164532,
skybags,laptop_bag,859,2400,4.2,1121,But the stitches near on the zips and the shoulders are weak. Even the stitches from the shoulders are coming off.,-0.1375,64.20833333333333,-0.000160069848661234,"durability, zipper"
skybags,compartment_bag,649,3396,4.4,15123,"The storage capacity is good, easy to carry couple of clothes too.",0.5666666666666667,80.88928150765607,0.0008731381612737545,space
skybags,compartment_bag,649,3396,4.4,15123,"The navy blue color gives the backpack a clean, premium look that feels equally appropriate in classrooms, offices, or on weekend trips. The design is modern without being flashy, making it a true unisex option. The stitching and overall finish reflect solid craftsmanship, immediately inspiring confidence in its long-term durability.",0.15740740740740738,80.88928150765607,0.00024253837813159845,
skybags,compartment_bag,649,3396,4.4,15123,"It's a nice bag with good capacity of total 30L with different compartments to well organised ur stuffs, quality of this bag is good as it justified the price. Strong enough to hold few things according to It's capacity. Not a school going bag but it can be considered for college going students and for daily backpacker to move around. Additional point is it got 1 year international warranty.",0.23939393939393935,80.88928150765607,0.0003688658542279497,"durability, space"
skybags,compartment_bag,649,3396,4.4,15123,"Ordered yesterday, received today before 24 hrs. Thanks for the safe delivery of the product.",0.35,80.88928150765607,0.0005392912172573189,
skybags,compartment_bag,649,3396,4.4,15123,"The bag is nice. First I checked the quality. It is good in condition. Spacious for two/three books. Zip is also good and in working condition. Weightless, but after keeping the items during travel I may know.",0.5625,80.88928150765607,0.0008667180277349769,zipper
skybags,laptop_bag,2099,5711,4.4,226,"Good built. spacious bag, stays upright even while empty. Good for travelling on a solo trip. Chains sometimes get stuck but usually they are smooth. Love the dedicated pockets and multiple sections to organise stuff.",0.2785714285714285,63.24636666082998,0.0001327162594432723,zipper
skybags,laptop_bag,2099,5711,4.4,226,Good material and spacious,0.7,63.24636666082998,0.0003334921391138637,
skybags,laptop_bag,2099,5711,4.4,226,Its a really good product with good sturdy quality. I love the fact that it literally has 4 compartments and has an option to be even bigger. Zip sometimes fail but not bad. Overall good product,0.30624999999999997,63.24636666082998,0.00014590281086231536,"durability, zipper, space"
skybags,laptop_bag,2099,5711,4.4,226,"Bag is on good condition. Little difference original & photo but overall product is very good,I like it.",0.21749999999999997,63.24636666082998,0.00010362077179609336,
skybags,laptop_bag,2099,5711,4.4,226,bad product,-0.6999999999999998,63.24636666082998,-0.00033349213911386367,
skybags,cabin_bag,2021,6825,4.2,2100,First they sent me someother product in the suitcase box then did a return gave me faulty chain which is not working properly. They claim to have 5 year warranty but dont know how to claim it,0.125,70.3882783882784,6.185056902523504e-05,zipper
skybags,cabin_bag,2021,6825,4.2,2100,High Price,0.16,70.3882783882784,7.916872835230085e-05,
skybags,cabin_bag,2021,6825,4.2,2100,Best cabin trolley,1.0,70.3882783882784,0.0004948045522018803,
skybags,cabin_bag,2021,6825,4.2,2100,Looks Great: The sleek and modern design blends well with my laundry area.,0.5,70.3882783882784,0.00024740227610094015,
skybags,cabin_bag,2021,6825,4.2,2100,Very sturdy product but faced problem with lock.,0.2,70.3882783882784,9.896091044037606e-05,durability
skybags,laptop_bag,999,3499,4.0,1200,"The Skybags Lumous Laptop Backpack is spacious, stylish, and has lots of compartments for organizing everything easily. The quality, comfort, and value for money are excellent, making it a great pick for daily office or college use. Highly recommended for anyone looking for a compact yet roomy laptop backpack. Quality of the zip is also top notch. Color is same as shown in the image. NOTE: The backpack is BANGLADESH Origin",0.4241666666666667,71.44898542440697,0.0004245912579245913,"zipper, space"
skybags,laptop_bag,999,3499,4.0,1200,Awesome.. Stylish and light weight,0.6333333333333333,71.44898542440697,0.0006339673006339673,
skybags,laptop_bag,999,3499,4.0,1200,Not upto expectations. The handle is not that good.,0.7,71.44898542440697,0.0007007007007007007,handle
skybags,laptop_bag,999,3499,4.0,1200,very nice and exlent super,0.5566666666666666,71.44898542440697,0.0005572238905572239,
skybags,laptop_bag,999,3499,4.0,1200,best best best,1.0,71.44898542440697,0.001001001001001001,
aristocrat,laptop_bag,379,999,5.0,200,Really nice bag! Worth the price as the quality is really good . Zips are super nice too!,0.5666666666666667,62.06206206206206,0.0014951627088830254,zipper
aristocrat,laptop_bag,379,999,5.0,200,Nice and good material. Lite and decent look at this price.,0.4888888888888889,62.06206206206206,0.0012899442978598651,
aristocrat,laptop_bag,379,999,5.0,200,An amazing product. It is exactly the same as shown in the picture. Good quality and decent looks. I have used it for more than 2 weeks now and it serves the purpose really well. Can go for it without thinking twice !!,0.3613095238095238,62.06206206206206,0.000953323281819324,
aristocrat,laptop_bag,379,999,5.0,200,Amazing quality,0.6000000000000001,62.06206206206206,0.00158311345646438,
aristocrat,laptop_bag,379,999,5.0,200,"Quality of this bag is average. In this price you should not expect much. Chains seem good though. As it is mentioned in the product description 14 inch laptops fit well only, as the bag is small. It is not for 15.6 inch laptops.",0.15,62.06206206206206,0.00039577836411609497,zipper
aristocrat,checkin_bag,4899,7000,4.0,2300,"Very good product! Very good packaging! We received product in perfect condition. Such a good product at this price. I packed it again as we are gifting them, hence the picture contain the transperant cover pn the bag. Very stylish, sturdy and good quality!! And such a fast delivery! I'm very happy. Thankyou sooo much!!",0.6284090909090909,30.014285714285716,0.00012827293139601773,durability
aristocrat,checkin_bag,4899,7000,4.0,2300,"Great quality, Good for 3 to 4 days travel.",0.75,30.014285714285716,0.00015309246785058175,
aristocrat,checkin_bag,4899,7000,4.0,2300,"Not that recomented , The product is good but not that hard , the trolly handle is inside the cabin , better to try some other",0.1958333333333333,30.014285714285716,3.997414438320745e-05,handle
aristocrat,checkin_bag,4899,7000,4.0,2300,"I just got this new Aristocrat suitcase and wanted to share my first impressions. I went for the large size, and it's even better in person than I expected.",0.2001298701298701,30.014285714285716,4.0851167611730985e-05,
aristocrat,checkin_bag,4899,7000,4.0,2300,"First off, I love the look of it. It's a dark navy blue with this cool, almost geometric texture on the hard shell. But what really makes it stand out are the bright yellow accents. They've got the yellow on the wheels and the piping around the zippers, and it just looks so sharp and modern. Plus, it's going to be so easy to spot on the luggage conveyor belt.",0.15897435897435896,30.014285714285716,3.245036925379852e-05,"wheels, zipper"
aristocrat,cabin_trolly_bag,8000,25000,4.2,1306,"This large-size luggage bag is really good for the price. The quality is strong and durable, and it has enough space to carry all travel essentials easily. The wheels move smoothly, and the handle is comfortable to use. It looks stylish and premium, much better than expected at this price range. Overall, its totally value for money. I really love it and would definitely recommend it to others.",0.2897435897435897,68.0,3.621794871794871e-05,"durability, wheels, handle, space"
aristocrat,cabin_trolly_bag,8000,25000,4.2,1306,"This Bag is Very Good at this Price, bag quality and color is good, wheels are strong enough, Size is impressive, The weight remain balanced on pulling it.",0.6086666666666666,68.0,7.608333333333332e-05,"durability, wheels"
aristocrat,cabin_trolly_bag,8000,25000,4.2,1306,Overall A good Product at such a price,0.2333333333333333,68.0,2.9166666666666663e-05,
aristocrat,cabin_trolly_bag,8000,25000,4.2,1306,Product is good just one thing that i ordered Saddle brown color but received Spanish blue in color.,0.2333333333333333,68.0,2.9166666666666663e-05,
aristocrat,cabin_trolly_bag,8000,25000,4.2,1306,But this color is also good so I'm keeping it.,0.7,68.0,8.75e-05,
aristocrat,travel_bag,769,1000,4.0,200,Excellent Product very spacious and the trolley handle is quite sturdy. Wheels are super smooth. Overall a very good purchase.,0.4738888888888888,23.1,0.0006162404276838607,"durability, wheels, handle"
aristocrat,travel_bag,769,1000,4.0,200,Nice bag,0.6,23.1,0.0007802340702210663,
aristocrat,travel_bag,769,1000,4.0,200,Affordable price and good quality,0.7,23.1,0.0009102730819245773,
aristocrat,travel_bag,769,1000,4.0,200,Very good.comfortable for two days travel.material quality is good.handle and jib r all very nice.,0.49,23.1,0.0006371911573472041,handle
aristocrat,travel_bag,769,1000,4.0,200,Good quality and more spacious,0.6,23.1,0.0007802340702210663,
american_tourister,laptop_bag,999,1999,3.8,1988,"As per price, AT is superb especially in Quality and feel. I have used one day and then sharing my review- it seems compact and spacious inside. Looks good Well managed ??",0.5666666666666667,50.025012506253134,0.0005672339005672338,
american_tourister,laptop_bag,999,1999,3.8,1988,Durability is good.,0.7,50.025012506253134,0.0007007007007007007,
american_tourister,laptop_bag,999,1999,3.8,1988,Bag quality not showing as water resistant,0.0,50.025012506253134,0.0,
american_tourister,laptop_bag,999,1999,3.8,1988,Good bag for carrying laptops value for money but no water resistant,0.7,50.025012506253134,0.0007007007007007007,
american_tourister,laptop_bag,999,1999,3.8,1988,"Just Perfact bag, zips stuck sometimes, it used carelessly. Have to use two hands during closing and opening zips.",-0.5,50.025012506253134,-0.0005005005005005005,zipper
american_tourister,compartment_bag,999,2500,4.3,633, Material and volume nice,0.6,60.040000000000006,0.0006006006006006006,
american_tourister,compartment_bag,999,2500,4.3,633,"Excellent Bag Quality. Very Happy, worth buying",0.7666666666666666,60.040000000000006,0.000767434100767434,
american_tourister,compartment_bag,999,2500,4.3,633,Good quality material. Classy and formal look. The zips are of good quality. Very comfortable to wear and use. Highly suitable for IT field employees or college students. Not suitable a as a travel bag if you are taking many other things other than laptop. Highly recommended product. Charging port not available. Water resistant. Space is limited but suitable for a laptop. Padding is of great quality. Good workmanship!,0.31057142857142855,60.040000000000006,0.00031088231088231084,"zipper, space"
american_tourister,compartment_bag,999,2500,4.3,633,Light weight and good space,0.55,60.040000000000006,0.0005505505505505506,space
american_tourister,compartment_bag,999,2500,4.3,633,"Bought this dark blue American Tourister backpack for Rs. 999, mainly for office and travel. Chose dark blue so it wouldnt show dirt easily over time. The bag is spacious with three main compartmentsperfect for daily use. The material seems strong, and the look is impressive. Planning to use it for rough and tough purposes; hoping it proves durable in the long run. So far, the quality feels good but need time to confirm its lasting performance.",0.1367283950617284,60.040000000000006,0.00013686526032205044,"durability, space"
american_tourister,travel_bag,1299,4200,4.2,40,"Just 8 to 9 months and front pocket chain gone completely and can't use this pocket anymore. And chains for rest of the two main pockets are also corrupted and can fail anytime. Rest of the things are ok, you won't feel any premiumness in this project. Just a basic bag with AT tag.",0.05333333333333333,69.07142857142857,4.105722350526045e-05,zipper
american_tourister,travel_bag,1299,4200,4.2,40,It's not for corporate office use but for any general office.,0.02500000000000001,69.07142857142857,1.9245573518090847e-05,
american_tourister,travel_bag,1299,4200,4.2,40,Zip quality is really good the zip is working flawlessly.,0.85,69.07142857142857,0.0006543494996150885,zipper
american_tourister,travel_bag,1299,4200,4.2,40,"Perfect size, sturdy yet not super heavy, good built quality.",0.3333333333333333,69.07142857142857,0.00025660764690787786,durability
american_tourister,travel_bag,1299,4200,4.2,40,"Excellent Bag Quality. Very Happy, worth buying",0.7666666666666666,69.07142857142857,0.000590197587888119,
american_tourister,cabin_trolly_bag,2499,7100,4.2,540,Have used it for the first time on our travel. Appears good and easy on wheels. Too early to comment on durability,0.37083333333333335,64.80281690140845,0.00014839269040949714,wheels
american_tourister,cabin_trolly_bag,2499,7100,4.2,540,"I have a positive feedback on American Tourister trolleys, they are of good quality one, so is the price little higher side.",0.19795454545454544,64.80281690140845,7.921350358325148e-05,
american_tourister,cabin_trolly_bag,2499,7100,4.2,540,"Very good, strong & sturdy .However colour didn't match like what was in the display. Definitely recommend",0.4477777777777778,64.80281690140845,0.00017918278422480102,durability
american_tourister,cabin_trolly_bag,2499,7100,4.2,540,Good and stylish matte black colour but handle is little bit thin not feel strong otherwise product is good at this price range,0.2255952380952381,64.80281690140845,9.027420492006327e-05,"durability, handle"
american_tourister,cabin_trolly_bag,2499,7100,4.2,540,Looks good worthit and also comes with water resistant for this trolly. Light weight. Design is good Matte feels occurs less scratchs.,0.4083333333333333,64.80281690140845,0.0001633986928104575,
american_tourister,checkin_bag,3799,9800,4.1,2599,"A sturdy, lightweight suitcase with smooth wheels and practical storage, ideal for short to medium trips.",0.43333333333333335,61.23469387755102,0.00011406510485215409,"durability, wheels"
american_tourister,checkin_bag,3799,9800,4.1,2599,"Offers good durability and value for money, though frequent flyers may prefer a premium-grade shell.",0.3,61.23469387755102,7.896814951302974e-05,
american_tourister,checkin_bag,3799,9800,4.1,2599,Goog at quality but colour shade looks some difference in reality,0.0,61.23469387755102,0.0,
american_tourister,checkin_bag,3799,9800,4.1,2599,"Very beautiful looking trolley, a tasteful piece in such a subtle blue colour. Prone to scratches on the edges, need to put a cover.",0.16666666666666669,61.23469387755102,4.3871194173905417e-05,
american_tourister,checkin_bag,3799,9800,4.1,2599,not satisfied,-0.25,61.23469387755102,-6.580679126085812e-05,
